Id,No_víctimas,Fecha,Hora,Tipo_de_calle,Calle,Comuna,X,Y,Víctimas,Acusado,Cruce_o_altura
2017-0092,1,2017-07-24,22,Autopista,Autopista 25 de Mayo,1,-58.38268809,-34.62282019,Peaton,Auto,Cruce
2017-0093,1,2017-07-25,16,Autopista,"Lugones, Leopoldo Av.",13,-58.43633522,-34.54966288,Peaton,Auto,Cruce
2017-0094,1,2017-07-27,8,Calle,"Hugo, Victor",10,-58.52640838,-34.61765855,Bicicleta,Cargas,Altura
2017-0095,1,2017-08-06,8,Avenida,Cordoba Av.,14,-58.41894306,-34.59778875,Moto,Auto,Cruce
2017-0096,1,2017-08-07,19,Avenida,Cabildo Av.,13,-58.46756026,-34.54972741,Peaton,Pasajeros,Cruce
2017-0098,1,2017-08-08,12,Calle,"Bonifacio, Jose",7,-58.45715752,-34.63132912,Peaton,Auto,Altura
2017-0099,1,2017-08-17,19,Avenida,"Figueroa Alcorta, Pres. Av.",14,-58.42406784,-34.56213916,Bicicleta,Auto,Altura
2017-0100,1,2017-08-21,7,Calle,Republica Bolivariana de Venezuela,3,-58.39674470,-34.61512051,Moto,Objeto Fijo,Altura
2017-0101,1,2017-08-23,10,Avenida,"Lacroze, Federico Av.",13,-58.44537508,-34.57084818,Peaton,Multiple,Cruce
2017-0102,1,2017-08-24,1,Avenida,"Iriarte, Gral. Av.",4,-58.40056767,-34.65107080,Peaton,Cargas,Cruce
2017-0104,1,2017-08-25,9,Avenida,9 de Julio Av.,1,-58.38109568,-34.61853244,Peaton,Cargas,Cruce
2017-0106,1,2017-08-31,19,Calle,Fray Justo Santamaria de Oro,14,-58.42533612,-34.58035258,Peaton,Pasajeros,Cruce
2017-0107,1,2017-09-01,11,Avenida,del Libertador Av.,13,-58.46062311,-34.54395182,Moto,Cargas,Cruce
2017-0108,2,2017-09-02,4,Gral Paz,"Paz, Gral. Av.",12,-58.49491054,-34.54795581,Objeto Fijo,Auto,Cruce
2017-0109,1,2017-09-04,21,Avenida,Directorio Av.,7,-58.47130269,-34.63665402,Moto,Auto,Cruce
2017-0110,1,2017-09-06,14,Avenida,Lavalle,1,-58.37048800,-34.60189492,Peaton,Pasajeros,Cruce
2017-0111,1,2017-09-07,18,Calle,Uspallata,4,-58.42023854,-34.64234110,Peaton,Cargas,Cruce
2017-0112,2,2017-09-10,9,Autopista,Autopista 25 de Mayo,7,-58.45807401,-34.63997430,Auto,Objeto Fijo,Sd
2017-0113,1,2017-09-11,6,Avenida,Santa Fe Av.,1,-58.37697717,-34.59573848,Peaton,Pasajeros,Cruce
2017-0114,1,2017-09-15,2,Avenida,Alvear Av.,2,-58.39100580,-34.58498660,Auto,Objeto Fijo,Cruce
2017-0115,1,2017-09-19,18,Avenida,Pavon Av.,5,-58.42182126,-34.63089661,Moto,Bicicleta,Cruce
2017-0116,1,2017-09-20,22,Gral Paz,"Paz, Gral. Av.",12,-58.51389422,-34.58075791,Moto,Objeto Fijo,Altura
2017-0118,1,2017-09-22,7,Avenida,Vieytes,4,-58.37585415,-34.65232158,Moto,Auto,Cruce
2017-0120,1,2017-10-02,15,Autopista,Autopista Dellepiane Luis Tte. Gral.,9,-58.47297505,-34.66245085,Moto,Cargas,Cruce
2017-0123,1,2017-10-10,1,Avenida,Albari?o,8,-58.46855503,-34.67216349,Peaton,Auto,Cruce
2017-0124,1,2017-10-12,14,Calle,"Ramirez de Velasco, Juan",15,-58.44254033,-34.59185043,Moto,Pasajeros,Altura
2017-0125,1,2017-10-13,6,Avenida,"Fernandez de la Cruz, F., Gral. Av.",8,-58.46622247,-34.67926929,Moto,Objeto Fijo,Cruce
2017-0126,2,2017-10-14,6,Avenida,Riestra Av.,8,-58.48003734,-34.68148508,Auto,Objeto Fijo,Cruce
2017-0127,1,2017-10-16,7,Avenida,Gallo,2,-58.41192137,-34.59800248,Moto,Moto,Cruce
2017-0128,1,2017-10-17,12,Calle,"Aranguren, Juan F., Dr.",6,-58.44034689,-34.61349731,Peaton,Pasajeros,Altura
2017-0129,1,2017-10-26,19,Autopista,Autopista Perito Moreno,9,-58.47155277,-34.64925746,Moto,Pasajeros,Cruce
2017-0130,1,2017-10-27,5,Avenida,Chorroarin,15,-58.47883099,-34.59967065,Auto,Cargas,Cruce
2017-0132,1,2017-10-30,14,Avenida,Cosquin,8,-58.46552171,-34.69374130,Moto,Pasajeros,Cruce
2017-0134,1,2017-11-06,18,Avenida,"Roca, Cnel. Av.",8,-58.44239720,-34.66777987,Peaton,Pasajeros,Altura
2017-0135,1,2017-11-07,12,Avenida,Warnes Av.,15,-58.47032551,-34.59626814,Moto,Cargas,Cruce
2017-0136,1,2017-11-16,8,Avenida,Barco Centenera del,4,-58.41827843,-34.65522746,Peaton,Pasajeros,Cruce
2017-0137,1,2017-11-17,11,Avenida,Mosconi General Av.,11,-58.51280715,-34.59279388,Peaton,Cargas,Cruce
2017-0138,1,2017-11-19,10,Avenida,Lafuente Av.,7,-58.46258582,-34.64385704,Moto,Objeto Fijo,Cruce
2017-0139,1,2017-11-19,22,Avenida,"Roca, Cnel. Av.",8,-58.45064148,-34.68003614,Auto,Objeto Fijo,Cruce
2017-0140,1,2017-11-19,23,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,4,-58.42444444444444,-34.650277777777774,Moto,Pasajeros,Sd
2017-0141,1,2017-11-23,19,Avenida,la Plata Av.,6,-58.42717783,-34.62513374,Peaton,Pasajeros,Cruce
2017-0143,1,2017-11-25,21,Calle,"Trelles, Manuel R.",11,-58.46442001,-34.60724519,Auto,Pasajeros,Cruce
2017-0144,1,2017-11-26,6,Gral Paz,"Roca, Cnel. Av.",8,-58.47064556,-34.69843756,Auto,Objeto Fijo,Cruce
2017-0145,1,2017-11-26,17,Calle,Maza,5,-58.41677733,-34.61223119,Moto,Auto,Cruce
2017-0147,1,2017-11-28,11,Gral Paz,"Paz, Gral. Av.",9,-58.50251790,-34.67450313,Moto,Auto,Cruce
2017-0148,1,2017-11-29,10,Avenida,San Juan Av.,3,-58.40708125,-34.62438894,Peaton,Pasajeros,Cruce
2017-0149,1,2017-11-30,12,Avenida,Paseo Colon Av.,1,-58.36947198,-34.61477051,Peaton,Pasajeros,Cruce
2017-0150,1,2017-12-04,1,Avenida,Rivadavia Av.,9,-58.51140889,-34.63934531,Peaton,Auto,Cruce
2017-0151,1,2017-12-04,2,Calle,Vieytes,4,-58.37460912,-34.65559133,Peaton,Pasajeros,Cruce
2017-0152,1,2017-12-06,17,Calle,Cachi,4,-58.41146277,-34.65073916,Bicicleta,Pasajeros,Cruce
2017-0153,2,2017-12-11,2,Avenida,Rosario,6,-58.42855267,-34.61829385,Moto,Pasajeros,Cruce
2017-0154,1,2017-12-11,9,Avenida,entre Rios Av.,4,-58.39035581,-34.63412287,Peaton,Pasajeros,Cruce
2017-0155,1,2017-12-12,21,Avenida,Rivadavia Av.,7,-58.45593915,-34.62656868,Sd,Moto,Altura
2017-0157,1,2017-12-17,9,Gral Paz,"Paz, Gral. Av.",9,-58.52866211,-34.64597065,Auto,Pasajeros,Cruce
2017-0158,1,2017-12-18,21,Gral Paz,Gualeguaychu,11,-58.52037476,-34.59407024,Moto,Auto,Cruce
2017-0159,1,2017-12-20,4,Avenida,Independencia Av.,1,-58.38896772,-34.61799615,Moto,Auto,Cruce
2017-0160,1,2017-12-22,13,Avenida,Nazca Av.,7,-58.47074114,-34.62771756,Peaton,Moto,Altura
2017-0161,1,2017-12-26,15,Avenida,"Peron, Eva Av.",9,-58.48200819,-34.65969965,Peaton,Auto,Altura
2018-0001,1,2018-01-01,22,Avenida,San Juan Av.,3,-58.39536773,-34.62297346,Peaton,Moto,Cruce
2018-0002,1,2018-01-03,16,Calle,Peru,1,-58.37456088,-34.61895467,Bicicleta,Pasajeros,Altura
2018-0003,1,2018-01-05,10,Avenida,"Pueyrredon, Honorio, Dr. Av.",15,-58.44860217,-34.60395657,Peaton,Multiple,Cruce
2018-0004,1,2018-01-09,9,Avenida,del Libertador Av.,13,-58.46129513,-34.54332766,Moto,Multiple,Cruce
2018-0005,1,2018-01-09,22,Avenida,Paseo Colon Av.,1,-58.36907201,-34.61953517,Peaton,Pasajeros,Altura
2018-0006,1,2018-01-10,21,Calle,Valle,6,-58.44062219,-34.62499107,Bicicleta,Pasajeros,Cruce
2018-0007,1,2018-01-11,2,Autopista,Autopista Perito Moreno,9,-58.52502765,-34.63601265,Auto,Auto,Sd
2018-0008,1,2018-01-12,17,Avenida,"Huergo, Ing. Av.",1,-58.36659655,-34.61687778,Moto,Cargas,Cruce
2018-0009,1,2018-01-14,2,Avenida,Pilcomayo,4,-58.36737389,-34.62763661,Moto,Moto,Cruce
2018-0010,1,2018-01-18,5,Calle,Cervantes,10,-58.49807953,-34.63038658,Moto,Cargas,Cruce
2018-0011,1,2018-01-19,10,Avenida,Callao Av.,2,-58.39092703,-34.59088447,Peaton,Pasajeros,Cruce
2018-0012,1,2018-01-26,13,Calle,Oliden,8,-58.46912006,-34.68049201,Moto,Pasajeros,Cruce
2018-0013,1,2018-01-28,8,Avenida,Congreso Av.,12,-58.48661286,-34.56786129,Moto,Auto,Cruce
2018-0014,1,2018-01-31,20,Avenida,"Moreno, Perito Av.",7,-58.44074927,-34.65080597,Peaton,Moto,Cruce
2018-0015,2,2018-02-06,1,Avenida,Australia Av.,4,-58.38636298,-34.64684275,Moto,Pasajeros,Altura
2018-0016,1,2018-02-15,10,Avenida,del Libertador Av.,1,-58.37533517,-34.59276462,Moto,Cargas,Cruce
2018-0017,1,2018-02-17,4,Avenida,San Pedrito Av.,7,-58.46963952,-34.63070603,Peaton,Auto,Cruce
2018-0018,1,2018-02-17,7,Calle,Isabel la Catolica,4,-58.37207554,-34.64543658,Moto,Cargas,Cruce
2018-0019,1,2018-02-17,12,Avenida,las Heras General Av.,2,-58.39189441,-34.59176378,Peaton,Pasajeros,Cruce
2018-0020,1,2018-02-19,22,Autopista,Autopista Presidente Hector J. Campora,8,-58.45012957,-34.66518343,Moto,Cargas,Sd
2018-0021,1,2018-02-22,10,Avenida,"Alcorta, Amancio Av.",4,-58.40184094,-34.64546845,Peaton,Pasajeros,Cruce
2018-0022,1,2018-02-24,0,Avenida,"Montes de Oca, Manuel Av.",4,-58.37441153,-34.63966783,Moto,Cargas,Cruce
2018-0023,1,2018-02-24,6,Calle,Barco Centenera del,6,-58.44110156,-34.62082399,Moto,Auto,Cruce
2018-0024,1,2018-02-28,23,Avenida,Alvarez Thomas Av.,15,-58.47087351,-34.57827342,Peaton,Cargas,Cruce
2018-0025,1,2018-03-04,22,Avenida,Avellaneda Av.,7,-58.45962210,-34.62245140,Peaton,Auto,Cruce
2018-0026,2,2018-03-09,4,Avenida,"Rabanal, Francisco, Intendente Av.",4,-58.41657793,-34.65476216,Movil,Cargas,Cruce
2018-0027,1,2018-03-11,23,Calle,Castro,5,-58.41911301,-34.63722107,Peaton,Moto,Cruce
2018-0028,1,2018-03-13,15,Avenida,"Bilbao, Francisco Av.",9,-58.47120586,-34.64251042,Peaton,Cargas,Cruce
2018-0029,1,2018-03-15,18,Avenida,Nazca Av.,11,-58.47418944,-34.62049672,Moto,Auto,Cruce
2018-0030,1,2018-03-20,1,Avenida,Plaza,15,-58.46720441,-34.57905579,Moto,Moto,Cruce
2018-0031,1,2018-03-28,10,Avenida,Gaona Av.,11,-58.46909362,-34.61779710,Moto,Cargas,Cruce
2018-0032,1,2018-04-02,13,Avenida,Cabildo Av.,13,-58.44704343,-34.56888640,Peaton,Pasajeros,Cruce
2018-0033,1,2018-04-07,7,Avenida,Camarones,10,-58.50535541,-34.62902048,Moto,Cargas,Cruce
2018-0034,1,2018-04-11,18,Avenida,Santa Fe Av.,2,-58.40021675,-34.59522198,Peaton,Pasajeros,Altura
2018-0035,1,2018-04-12,16,Avenida,Rivadavia Av.,7,-58.46325991,-34.62919627,Peaton,Pasajeros,Altura
2018-0036,1,2018-04-13,23,Avenida,San Martin Av.,15,-58.49471482,-34.59694755,Moto,Auto,Cruce
2018-0037,1,2018-04-18,18,Avenida,Cordoba Av.,2,-58.39872610,-34.59975962,Peaton,Cargas,Cruce
2018-0038,2,2018-04-20,17,Avenida,Rivadavia Av.,1,-58.38872177,-34.60885045,Peaton,Auto,Altura
2018-0039,1,2018-04-21,22,Autopista,"Lugones, Leopoldo Av.",14,-58.43055555555555,-34.58888888888889,Peaton,Auto,Sd
2018-0040,1,2018-04-27,11,Calle,"Freire, Ramon, Cap. Gral.",13,-58.45686132,-34.57305993,Peaton,Cargas,Cruce
2018-0041,1,2018-04-27,13,Avenida,la Plata Av.,4,-58.42281627,-34.64282424,Peaton,Pasajeros,Cruce
2018-0042,1,2018-04-27,18,Calle,Brandsen,4,-58.38666024,-34.63953396,Moto,Cargas,Cruce
2018-0043,1,2018-04-28,6,Avenida,"Vilardebo, Teodoro",11,-58.49122843,-34.61207587,Moto,Auto,Cruce
2018-0044,1,2018-04-28,9,Avenida,Alberti,3,-58.40098306,-34.61866627,Peaton,Auto,Cruce
2018-0045,1,2018-04-30,7,Avenida,Alvarez Thomas Av.,13,-58.45448963,-34.57916920,Auto,Cargas,Altura
2018-0046,1,2018-05-02,3,Gral Paz,"Paz, Gral. Av.",9,-58.52927982,-34.63931752,Peaton,Auto,Cruce
2018-0047,1,2018-05-08,19,Avenida,Corrientes Av.,15,-58.44759966,-34.59170240,Peaton,Pasajeros,Cruce
2018-0048,1,2018-05-09,10,Avenida,Rivadavia Av.,7,-58.46411215,-34.62925068,Peaton,Pasajeros,Cruce
2018-0049,1,2018-05-11,19,Calle,Quesada,13,-58.46213220,-34.55395823,Peaton,Auto,Altura
2018-0050,1,2018-05-14,18,Avenida,Cabildo Av.,13,-58.45669422,-34.56203610,Peaton,Pasajeros,Cruce
2018-0051,1,2018-05-15,21,Calle,California,4,-58.35977160,-34.64341878,Peaton,Auto,Cruce
2018-0052,1,2018-05-18,20,Avenida,"Carril, Salvador Maria del Av.",15,-58.49820145,-34.59070093,Peaton,Pasajeros,Cruce
2018-0053,1,2018-05-20,2,Calle,San Luis,3,-58.41059280,-34.59939180,Moto,Auto,Cruce
2018-0054,1,2018-05-22,11,Calle,Lugones,12,-58.47969138,-34.57121563,Peaton,Bicicleta,Altura
2018-0055,1,2018-05-29,7,Avenida,Independencia Av.,3,-58.40351561,-34.61883916,Moto,Auto,Cruce
2018-0056,1,2018-06-02,13,Avenida,Rivadavia Av.,9,-58.51973844,-34.63918987,Peaton,Pasajeros,Altura
2018-0057,1,2018-06-03,3,Calle,Combate de los Pozos,3,-58.39311376,-34.62163006,Moto,Pasajeros,Cruce
2018-0058,1,2018-06-03,6,Avenida,Cordoba Av.,15,-58.43531242,-34.59082159,Moto,Auto,Cruce
2018-0059,1,2018-06-08,6,Avenida,"Garay, Juan de Av.",5,-58.41178165,-34.63035454,Moto,otro,Cruce
2018-0060,1,2018-06-08,12,Avenida,Lavalle,1,-58.37048800,-34.60189492,Peaton,Pasajeros,Cruce
2018-0061,1,2018-06-10,11,Calle,estados Unidos,3,-58.39883882,-34.61964833,Moto,Moto,Cruce
2018-0062,1,2018-06-14,1,Calle,Rosario,6,-58.44110156,-34.62082399,Peaton,Cargas,Cruce
2018-0063,1,2018-06-16,21,Avenida,"Alem, Leandro N. Av.",1,-58.37093138,-34.59952725,Peaton,Pasajeros,Cruce
2018-0064,1,2018-06-25,1,Avenida,Varela Av.,7,-58.45855262,-34.63953253,Auto,Cargas,Cruce
2018-0065,1,2018-06-26,17,Calle,"Pellegrini, Carlos",1,-58.38161909,-34.59283447,Moto,Cargas,Cruce
2018-0066,1,2018-06-28,11,Avenida,Corrientes Av.,15,-58.45511899,-34.58698157,Peaton,Pasajeros,Cruce
2018-0067,1,2018-06-29,16,Avenida,"Montes de Oca, Manuel Av.",4,-58.37724226,-34.62973033,Pasajeros,Auto,Cruce
2018-0068,1,2018-07-01,9,Avenida,Carabobo Av.,7,-58.45546217,-34.62930339,Moto,Auto,Cruce
2018-0069,1,2018-07-04,21,Avenida,Cordoba Av.,2,-58.39897064,-34.59954925,Bicicleta,Pasajeros,Altura
2018-0070,1,2018-07-07,15,Calle,estados Unidos,3,-58.40917826,-34.62126274,Moto,Pasajeros,Cruce
2018-0071,1,2018-07-10,17,Avenida,Moreno,1,-58.36726348,-34.61099738,Moto,Cargas,Cruce
2018-0072,1,2018-07-11,13,Autopista,Autopista Dellepiane Luis Tte. Gral.,8,-58.48267426,-34.68454456,Moto,Cargas,Sd
2018-0073,1,2018-07-11,15,Avenida,"Iriarte, Gral. Av.",4,-58.39546165,-34.65168841,Peaton,Cargas,Altura
2018-0074,1,2018-07-14,6,Avenida,"Alberdi, Juan Bautista Av.",7,-58.46941984,-34.63376545,Auto,Cargas,Altura
2018-0075,1,2018-07-15,7,Avenida,del Libertador Av.,14,-58.40367321,-34.58129246,Peaton,Auto,Cruce
2018-0076,1,2018-07-16,9,Calle,"Chavez, Jorge",9,-58.52932872,-34.65014993,Auto,Cargas,Cruce
2018-0077,1,2018-07-16,23,Calle,"Urquiza, Gral.",3,-58.40917826,-34.62126274,Auto,Cargas,Cruce
2018-0078,1,2018-07-21,6,Calle,Paraguay,2,-58.41264127,-34.59473294,Peaton,Auto,Cruce
2018-0079,1,2018-07-23,7,Gral Paz,de los Corrales Av.,9,-58.50877521,-34.66977709,Peaton,Cargas,Cruce
2018-0080,1,2018-07-25,22,Avenida,"Alberdi, Juan Bautista Av.",9,-58.51232237,-34.65903530,Peaton,Auto,Cruce
2018-0081,1,2018-07-29,6,Avenida,Castanares Av.,7,-58.44744156,-34.64567171,Peaton,Multiple,Cruce
2018-0082,1,2018-08-01,15,Avenida,Larrazabal,9,-58.49441273,-34.65869968,Moto,Cargas,Cruce
2018-0083,1,2018-08-02,5,Gral Paz,"Paz, Gral. Av.",8,-58.47976785,-34.69153196,Moto,Cargas,Cruce
2018-0084,1,2018-08-03,7,Avenida,"Moreau de Justo, Alicia Av.",1,-58.36523349,-34.62260331,Peaton,Cargas,Cruce
2018-0085,2,2018-08-03,18,Avenida,entre Rios Av.,3,-58.39118948,-34.62704273,Moto,Pasajeros,Cruce
2018-0086,1,2018-08-10,21,Avenida,Directorio Av.,9,-58.49019551,-34.65015854,Peaton,Pasajeros,Cruce
2018-0087,1,2018-08-15,19,Avenida,Pavon Av.,5,-58.41644362,-34.63023775,Peaton,Pasajeros,Cruce
2018-0088,1,2018-08-17,16,Gral Paz,"Paz, Gral. Av.",12,-58.50073810,-34.54979510,Moto,Cargas,Cruce
2018-0089,1,2018-08-17,17,Avenida,Pichincha Av.,4,-58.39626094,-34.63036565,Peaton,Pasajeros,Cruce
2018-0090,1,2018-08-18,10,Avenida,27 de Febrero Av.,8,-58.43284809,-34.67051543,Moto,Auto,Cruce
2018-0091,1,2018-08-19,18,Autopista,Autopista Perito Moreno,9,-58.52280139,-34.63659934,Auto,Auto,Cruce
2018-0092,1,2018-08-20,8,Avenida,Cordoba Av.,14,-58.42336930,-34.59774487,Moto,Auto,Cruce
2018-0093,1,2018-08-20,8,Calle,15 de Noviembre de 1889,1,-58.38691681,-34.63105973,Peaton,Pasajeros,Altura
2018-0094,1,2018-08-23,5,Calle,"Salguero, Jeronimo",14,-58.41169020,-34.58579880,Moto,Pasajeros,Cruce
2018-0095,1,2018-08-26,0,Avenida,Lacarra Av.,9,-58.46739825,-34.65117757,Auto,Auto,Cruce
2018-0096,1,2018-08-31,22,Autopista,Autopista Presidente H?ctor J. C?mpora,8,-58.44483258,-34.67152226,Peaton,Auto,Cruce
2018-0097,1,2018-09-02,10,Avenida,Varela Av.,8,-58.43254025,-34.66128115,Auto,otro,Cruce
2018-0098,2,2018-09-09,5,Gral Paz,"Paz, Gral. Av.",8,-58.47199387,-34.69640164,Auto,Auto,Cruce
2018-0099,1,2018-09-12,14,Avenida,Rivadavia Av.,7,-58.46411215,-34.62925068,Peaton,Pasajeros,Cruce
2018-0100,1,2018-09-20,10,Avenida,"Rawson de Dellepiane, Elvira Av.",1,-58.36217754,-34.62367156,Moto,Auto,Altura
2018-0101,1,2018-09-21,0,Gral Paz,"Paz, Gral. Av.",12,-58.48098594,-34.54073130,Auto,Multiple,Cruce
2018-0102,1,2018-09-21,0,Calle,Famatina,4,-58.41083404,-34.64640709,Moto,Auto,Cruce
2018-0103,1,2018-09-27,17,Avenida,Casta?ares Av.,7,-58.44609828,-34.64446729,Peaton,Moto,Cruce
2018-0104,1,2018-10-01,8,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,4,-58.37709334,-34.64035082,Moto,Moto,Cruce
2018-0105,1,2018-10-03,18,Avenida,Nazca Av.,7,-58.46963952,-34.63070603,Peaton,Pasajeros,Cruce
2018-0106,1,2018-10-04,22,Avenida,"Figueroa Alcorta, Pres. Av.",13,-58.43674281,-34.55161027,Moto,Moto,Cruce
2018-0107,1,2018-10-06,14,Avenida,Rivadavia Av.,3,-58.40596860,-34.61011987,Peaton,Pasajeros,Cruce
2018-0108,1,2018-10-09,14,Avenida,de los Italianos Av.,1,-58.36154069,-34.60463618,Moto,Auto,Cruce
2018-0109,1,2018-10-10,22,Avenida,Tucuman,1,-58.37062179,-34.60066507,Peaton,Pasajeros,Cruce
2018-0110,1,2018-10-13,3,Avenida,Corrientes Av.,15,-58.43220014,-34.60207186,Peaton,Moto,Cruce
2018-0111,1,2018-10-19,12,Autopista,Autopista Perito Moreno,9,-58.46958442,-34.64949724,Moto,Cargas,Sd
2018-0112,1,2018-10-24,9,Calle,Mu?ecas,15,-58.44671397,-34.59970903,Moto,Cargas,Cruce
2018-0113,1,2018-10-25,11,Calle,"Artigas, Jose Gervasio, Gral.",11,-58.47152163,-34.61474911,Moto,Cargas,Cruce
2018-0114,1,2018-10-30,2,Avenida,Solis,1,-58.39032921,-34.61807951,Moto,Auto,Cruce
2018-0115,1,2018-10-31,12,Calle,"Bosch, Ventura",9,-58.52887773,-34.64297861,Peaton,Pasajeros,Cruce
2018-0116,1,2018-11-01,10,Gral Paz,"Paz, Gral. Av.",8,-58.49371157,-34.67981324,Peaton,Cargas,Altura
2018-0117,1,2018-11-04,8,Avenida,"Peron, Eva Av.",9,-58.48266599,-34.66012327,Moto,Moto,Altura
2018-0118,1,2018-11-05,14,Avenida,"Peron, Juan Domingo, Tte. General",3,-58.40612253,-34.60774301,Peaton,Moto,Cruce
2018-0119,1,2018-11-05,22,Avenida,"Rabanal, Francisco, Intendente Av.",8,-58.43613623,-34.66292532,Peaton,Sd,Cruce
2018-0120,1,2018-11-09,13,Avenida,Monroe,12,-58.48250732,-34.57208238,Peaton,Auto,Cruce
2018-0121,1,2018-11-09,16,Avenida,Rivadavia Av.,10,-58.49945705,-34.63743280,Peaton,Pasajeros,Cruce
2018-0122,1,2018-11-12,1,Autopista,Autopista Dellepiane Luis Tte. Gral.,8,-58.47743966,-34.67233407,Auto,Auto,Cruce
2018-0123,1,2018-11-12,3,Gral Paz,"Paz, Gral. Av.",9,-58.50251790,-34.67450313,Auto,Sd,Cruce
2018-0124,1,2018-11-15,19,Autopista,Autopista Perito Moreno,9,-58.52144411,-34.63682499,Cargas,Cargas,Sd
2018-0125,1,2018-11-16,21,Avenida,Saenz Av.,4,-58.41650465,-34.65084045,Peaton,Pasajeros,Cruce
2018-0126,1,2018-11-18,12,Gral Paz,"Paz, Gral. Av.",9,-58.52994219,-34.64055918,Moto,Auto,Cruce
2018-0127,1,2018-11-19,9,Gral Paz,"Paz, Gral. Av.",12,-58.50993046,-34.56919739,Moto,Moto,Cruce
2018-0128,2,2018-11-25,4,Gral Paz,"Paz, Gral. Av.",9,-58.52844623,-34.64592873,Auto,Pasajeros,Altura
2018-0129,1,2018-11-28,4,Avenida,"Newbery, Jorge Av.",15,-58.45021367,-34.58695347,Moto,Pasajeros,Cruce
2018-0130,1,2018-12-03,3,Avenida,Gaona Av.,10,-58.49022072,-34.62770192,Moto,Pasajeros,Cruce
2018-0131,1,2018-12-07,19,Avenida,"Madero, Eduardo Av.",1,-58.36860866,-34.60106568,Moto,Cargas,Altura
2018-0132,1,2018-12-12,8,Autopista,Autopista Arturo Illia,2,-58.39490504,-34.57241534,Peaton,Cargas,Cruce
2018-0133,1,2018-12-12,14,Avenida,Nazca Av.,7,-58.46963952,-34.63070603,Peaton,Cargas,Cruce
2018-0134,1,2018-12-12,21,Avenida,la Plata Av.,7,-58.42349365,-34.64019887,Peaton,Moto,Cruce
2018-0135,1,2018-12-18,14,Avenida,Belgrano Av.,1,-58.37471802,-34.61265002,Peaton,Pasajeros,Cruce
2018-0136,1,2018-12-18,15,Avenida,Rivadavia Av.,7,-58.46438789,-34.62913916,Peaton,Pasajeros,Altura
2018-0137,1,2018-12-18,20,Calle,"Alsina, Adolfo",1,-58.38481975,-34.61100424,Moto,Pasajeros,Cruce
2018-0138,1,2018-12-21,9,Calle,Bermudez,10,-58.50751833,-34.62073702,Pasajeros,Pasajeros,Altura
2018-0139,1,2018-12-22,6,Calle,Santander,7,-58.44682986,-34.63888084,Moto,Moto,Altura
2018-0140,1,2018-12-22,8,Calle,Lanteri Julieta,1,-58.36004650,-34.61381341,Auto,Auto,Altura
2018-0141,1,2018-12-22,17,Avenida,Maza,5,-58.41509546,-34.62085945,Peaton,Moto,Cruce
2018-0142,1,2018-12-25,13,Gral Paz,"Paz, Gral. Av.",12,-58.50997604,-34.57251072,Cargas,Pasajeros,Altura
2018-0143,1,2018-12-29,5,Avenida,Olivera Av.,10,-58.48606475,-34.64047818,Moto,Auto,Cruce
2019-0001,1,2019-01-08,8,Avenida,"Castillo, Ramon S., Pres. Av.",2,-58.38526125,-34.57805810,Moto,Cargas,Cruce
2019-0002,1,2019-01-09,4,Avenida,Casta?ares Av.,7,-58.45463662,-34.65082149,Auto,Cargas,Cruce
2019-0003,1,2019-01-12,8,Avenida,San Martin Av.,15,-58.49121672,-34.59718073,Moto,Auto,Cruce
2019-0004,1,2019-01-14,19,Avenida,"Peron, Eva Av.",9,-58.47325712,-34.65284605,Auto,Pasajeros,Cruce
2019-0005,1,2019-01-19,12,Avenida,"Justo, Juan B. Av.",10,-58.52108101,-34.63382309,Moto,Cargas,Cruce
2019-0006,1,2019-01-23,5,Avenida,"Obligado Rafael, Av.costanera",14,-58.41652702,-34.55509606,Peaton,Auto,Altura
2019-0007,1,2019-01-26,19,Calle,"Mitre, Bartolome",5,-58.42891604,-34.61071660,Moto,Auto,Cruce
2019-0008,1,2019-01-30,22,Gral Paz,"Paz, Gral. Av.",8,-58.47802293,-34.69156793,Moto,Multiple,Altura
2019-0009,1,2019-01-31,14,Avenida,Chacabuco,1,-58.37564821,-34.62200207,Moto,Auto,Cruce
2019-0010,2,2019-02-02,7,Avenida,del Libertador Av.,14,-58.42668489,-34.56961468,Peaton,Auto,Altura
2019-0011,1,2019-02-10,1,Gral Paz,"Paz, Gral. Av.",9,-58.51839930,-34.66252488,Peaton,Auto,Cruce
2019-0012,1,2019-02-17,3,Avenida,Casta?ares Av.,8,-58.48432691,-34.67665828,Moto,Auto,Cruce
2019-0013,1,2019-02-20,7,Calle,Salvigny,7,-58.43383830,-34.64457699,Peaton,Auto,Cruce
2019-0014,1,2019-02-20,17,Calle,"Lamarca, Emilio",11,-58.51664939,-34.58657938,Moto,Objeto Fijo,Altura
2019-0015,1,2019-02-23,6,Avenida,San Martin Av.,11,-58.49613012,-34.59703502,Auto,Objeto Fijo,Altura
2019-0016,1,2019-02-24,2,Calle,"Carrillo, Ramon, Dr.",4,-58.38313603,-34.63356284,Moto,Pasajeros,Cruce
2019-0017,1,2019-03-03,7,Calle,Mexico,3,-58.39914719,-34.61632317,Auto,Pasajeros,Cruce
2019-0018,1,2019-03-03,23,Autopista,"Cantilo, Int.",13,-58.44927253,-34.54048625,Peaton,Auto,Cruce
